일자,요일,본사정원수,본사휴가자수,본사출장자수,야근자수,재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,dayofweek,month,yearmonth,출근인원,중식비율,석식비율,중식 New,석식 New,중식 diff,석식 diff,강수량,시간
2020-02-28,금,2872,210,234,0,7.0,"모닝롤/카스텔라  우유/주스 계란후라이 닭죽/쌀밥 (쌀,닭:국내산) 호박젓국찌개  김자반  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 아욱국  소고기장조림 (소고기:호주산) 황태양념구이 (황태:러시아산) 세발나물생채  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩나물국  돼지갈비찜 (돈육:국내산) 옥수수전  청경채생채  포기김치 (배추,고추가루:국내산) ",750,414,4,2,2020-02,2421,0.3097893432465923,0.17100371747211895,False,False,False,False,0,12:00
2020-03-02,월,2950,108,133,786,14.0,"모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 무채국  연두부*참깨드레싱소스  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 두부김치국  소고기버섯볶음  모듬묵*장  치커리유자청무침  깍두기 (무우:국내산,고추가루:중국산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 쑥된장국  삼겹살구이  어묵볶음  봄동쌈  포기김치 (배추,고추가루:국내산) ",1362,771,0,3,2020-03,2695,0.5053803339517625,0.2860853432282004,False,False,False,False,0,12:00
2020-03-03,화,2950,76,185,753,12.0,"모닝롤/감자샌드  우유/주스 스크램블에그 녹두죽/쌀밥 (쌀:국내산) 황태국  꽈리고추멸치볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 쇠고기무국  오징어볶음*소면  꽃맛살볶음  양념깻잎지  포기김치 (배추,고추가루:국내산) ","김치볶음밥 (쌀:국내산) 유부장국  로제스파게티  콥샐러드  오이무피클  포기김치 (배추,고추가루:국내산) ",1074,598,1,3,2020-03,2677,0.40119536794919686,0.22338438550616363,False,False,False,False,0,12:00
2020-03-04,수,2950,74,205,1,19.0,"모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 연두부국  감자조림  포기김치 (배추,고추가루:국내산) ","콩나물밥*달래장 (쌀,현미,흑미:국내산) 고추장찌개  갈치구이  떡잡채  오이무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥  해물된장찌개  미니채소떡갈비  시금치프리타타  취나물된장볶음  포기김치 (배추,고추가루:국내산) ",999,462,2,3,2020-03,2652,0.3766968325791855,0.17420814479638008,False,False,False,False,0,12:00
2020-03-05,목,2950,84,232,612,15.0,"모닝롤/에그샌드  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 맑은만두육개장  숙주나물무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 미역국  수원왕갈비통닭  김치전  치킨무/돌나물무침  포기김치 (배추,고추가루:국내산) ","유부초밥 (쌀,돈육:국내산) 칼국수  순대야채볶음  야채튀김  시금치샐러드  포기김치 (배추,고추가루:국내산) ",989,630,3,3,2020-03,2619,0.37762504772814054,0.24054982817869416,False,False,False,False,0,12:00
2020-03-06,금,2950,166,251,0,12.0,"모닝롤/꿀호떡  우유/주스 계란후라이 김치죽/쌀밥 (쌀,닭:국내산) 어묵국  시래기조림  포기김치 (배추,고추가루:국내산) ","곤드레밥 (쌀,현미,흑미:국내산) 건새우아욱국  돈육간장볶음  쫄면야채무침  브로컬리  배추겉절이 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 나가사키짬뽕국  모듬버섯탕수육  두부조림  생파김치  포기김치 (배추,고추가루:국내산) ",642,379,4,3,2020-03,2521,0.25466084886949625,0.1503371677905593,False,False,False,False,0,12:00
2020-03-09,월,2950,91,129,784,16.0,"모닝롤/치즈프레즐  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 차돌박이찌개  진미채볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩나물국  소불고기 (쇠고기:호주산) 옥수수계란찜  오이도라지생채  포기김치 (무우:국내산,고추가루:중국산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩가루배추국  동파육  두부새싹구이  콩나물파채무침  포기김치 (배추,고추가루:국내산) ",1276,640,0,3,2020-03,2714,0.47015475313190863,0.23581429624170966,False,False,False,False,0,12:00
2020-03-10,화,2950,67,168,678,20.0,"모닝롤/고구마샌드  우유/주스 스크램블에그 단호박죽/쌀밥 (쌀:국내산) 근대된장국  방풍나물무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대파육개장*칼국수  가자미엿장조림  꼬들단무지무침  청경채겉절이  포기김치 (배추,고추가루:국내산) ",유산슬덮밥 (쌀:국내산) 계란파국  멘보샤*칠리S  짜샤이볶음  미나리나물무침  포기김치 (김치:국내산) ,1019,575,1,3,2020-03,2695,0.37810760667903526,0.21335807050092764,False,False,False,False,1,12:00
2020-03-11,수,2950,74,197,0,23.0,"모닝롤/애플파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 북어해장국  콩나물무침  포기김치 (배추,고추가루:국내산) ","카레라이스 (쌀:국내산, 돈육:국내) 미소시루  감자만두*양념  애기새송이버섯볶음  골뱅이야채무침  포기김치 (김치:국내산) ","쌀밥/잡곡밥  부대찌개  등갈비오븐구이  쫄면비빔만두  키위그린샐러드  포기김치 (배추,고추가루:국내산) ",967,487,2,3,2020-03,2656,0.3640813253012048,0.18335843373493976,False,False,True,False,0,12:00
2020-03-12,목,2950,78,243,555,17.0,"모닝롤/야채샌드  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀:국내산) 재첩국  볼어묵조림  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 순두부찌개  해물돼지갈비찜  가지완자튀김  꼬들빼기김치  열무김치 (배추,고추가루:국내산) ",버섯영양밥*우렁양념장 (쌀:국내산) 물만두국  메추리알치즈떡볶이  건파래볶음  얼갈이나물된장무침  포기김치 (김치:국내산) ,804,614,3,3,2020-03,2612,0.30781010719754975,0.23506891271056662,False,False,False,False,0,12:00
2020-03-13,금,2950,165,259,0,20.0,"모닝롤/야채호빵  우유/주스 계란후라이 참치야채죽/쌀밥 (쌀,닭:국내산) 시래기된장국  오이맛살볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 설렁탕  동태포전  야채스틱,고추*쌈장  부추겉절이  석박지 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 청국장찌개  닭불고기  해물동그랑땡전  오이쑥갓겉절이  포기김치 (배추,고추가루:국내산) ",593,343,4,3,2020-03,2506,0.23663208300079808,0.13687150837988826,False,False,False,False,0,12:00
2020-03-16,월,2950,69,138,789,21.0,"모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 냉이된장국  땅콩멸치볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 어묵국  돈육굴소스볶음 (돈육:국내산) 오징어숙회무침 (오징어:칠레산) 아삭고추쌈장무침  열무김치 (고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 열무된장국  묵은지닭찜 (닭:국내산) 수수부꾸미  무생채  포기김치 (배추,고추가루:국내산) ",1284,630,0,3,2020-03,2722,0.47171197648787655,0.23144746509919176,False,False,False,False,0,12:00
2020-03-17,화,2950,61,171,679,20.0,"모닝롤/대만샌드위치  우유/주스 계란후라이 표고버섯죽/쌀밥 (쌀:국내산) 유부김치국 (김치:국내산) 호박나물  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대구탕 (대구:원양산) 차돌박이숙주볶음 (차돌박이:미국,소고기:호주) 브로컬리,다시마*초장  시금치나물  포기김치 (배추,고추가루:국내산) ","쌀밥 (쌀:국내산) 해물손수제비 (오징어:칠레산) 미트볼피망볶음 (돈육:국내,수입산) 달래오이생채  낙지젓무침  포기김치 (배추,고추가루:국내산) ",914,520,1,3,2020-03,2698,0.33876945885841364,0.1927353595255745,False,False,False,False,0,12:00
2020-03-18,수,2950,47,210,0,25.0,"모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 근대국  쥐포무침  포기김치 (배추,고추가루:국내산) ","마파두부덮밥 (쌀,돈민찌:국내산) 조갯살무국  레몬유린기 (닭:국내산) 콩나물냉채  고춧잎볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 돈육김치찌개 (돈육:국내산) 코다리강정 (코다리:러시아) 간장계란장  참나물들깨무침  깍두기 (고추가루:중국산) ",831,383,2,3,2020-03,2668,0.31146926536731634,0.14355322338830584,False,False,False,False,0,12:00
2020-03-19,목,2950,70,235,560,19.0,"모닝롤/참치샌드  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산,쇠고기:호주) 콩나물국  미역줄기볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩비지찌개 (돈육:국내산) 짜장닭볶음 (닭:국내산) 햄계란말이 (돈육:국내산,캐나다산) 고추장고구마순무침  포기김치 (배추,고추가루:국내산) ","쌀밥 (쌀:국내산) 옛날돈까스 (돈육:국내산) 팽이장국  콘치즈구이  수제피클/오렌지  포기김치 (배추,고추가루:국내산) ",829,541,3,3,2020-03,2626,0.3156892612338157,0.206016755521706,False,False,False,False,0,12:00
2020-03-20,금,2950,176,263,3,135.0,"모닝롤/허니브레드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 꽃게탕 (오징어:칠레산) 가지두반장볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 갈비탕 (갈비:호주산) 칠리새우  감자채볶음  풋마늘대무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 건새우아욱국  치즈함박스테이크 (돈육:국내,수입, 쇠고기:국산,호주) 고등어구이 (고등어:국내산) 부추팽이겉절이  포기김치 (배추,고추가루:국내산) ",627,358,4,3,2020-03,2376,0.2638888888888889,0.15067340067340068,False,False,False,False,0,12:00
2020-03-23,월,2950,109,178,687,285.0,"모닝롤/베이글  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  꽈리고추찜  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 시래기국  오리양념불고기*쌈무 (오리:국내산) 봄동전*양념  미역초무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 닭개장 (닭:국내산) 삼치튀김*데리야끼  한식잡채 (돈육채:국내산) 파김치  포기김치 (배추,고추가루:국내산) ",1110,651,0,3,2020-03,2378,0.4667788057190917,0.27375946173254834,False,False,False,False,0,12:00
2020-03-24,화,2950,131,137,639,303.0,"모닝롤/햄치즈샌드  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 쑥국  수제어묵볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 소고기미역국 (소고기:호주산) 해물누룽지탕 (오징어:칠레산) 김치고기전 (돈육:국내산) 치커리사과무침  깍두기 (고추가루:국내산) ","오므라이스 (쌀:국내산) 가쯔오장국  돈육고구마강정 (돈육:국내산) 과일플레인샐러드  단무지무침  포기김치 (배추,고추가루:국내산) ",1083,754,1,3,2020-03,2379,0.4552332912988651,0.31693989071038253,False,False,False,True,0,12:00
2020-03-25,수,2950,122,146,1,303.0,"모닝롤/고구마파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 피홍합탕  감자조림  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 유부주머니국  목살스테이크 (목살:국내산) 파스타샐러드 (소고기채:호주산) 오이무침  포기김치 (배추,고추가루:국내산) ",찹쌀밥  장각닭죽  생야채*쌈짱  오렌지  하루야채주스  포기김치  ,1022,526,2,3,2020-03,2379,0.4295922656578394,0.2211013030685162,False,False,False,False,0,12:00
2020-03-26,목,2950,133,133,584,288.0,"모닝롤/바나나샌드  우유/주스 계란후라이 새송이죽/쌀밥 (쌀:국내산) 버섯매운탕 (소고기:호주산) 김구이  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 배추된장국  제육볶음 (돈육:국내산) 계란찜  모듬쌈*쌈장  포기김치 (배추,고추가루:국내산) ","멸치주먹밥 (쌀,현미흑미:국내산) 우동  해물까스*와사비소스  꽃맛살샐러드  무피클/요구르트  포기김치 (배추,고추가루:국내산) ",955,645,3,3,2020-03,2396,0.39858096828046746,0.26919866444073454,False,False,False,False,1,12:00
2020-03-27,금,2950,254,156,0,260.0,"모닝롤/카스텔라  우유/주스 계란후라이 팥죽/쌀밥 (쌀:국내산) 북어계란국  느타리호박볶음  포기김치 (배추,고추가루:국내산) ","봄나물비빔밥 (쌀:국내산) 맑은국  치킨너겟 (닭:국내,수입산) 시저샐러드  마늘쫑무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 시금치국  언양식불고기 (돈육:수입산) 꽁치감자조림  봄동겉절이  포기김치 (배추,고추가루:국내산) ",839,377,4,3,2020-03,2280,0.36798245614035086,0.16535087719298244,False,False,False,False,0,12:00
2020-03-30,월,2950,230,53,627,488.0,"모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치어묵국  명엽채고추장볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 우렁된장찌개  주꾸미볶음  오꼬노미계란말이  연두부*장  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 무채국  더덕고추장불고기  두부카프레제샐러드  청포묵무침  배추겉절이 (배추,고추가루:국내산) ",1000,625,0,3,2020-03,2179,0.45892611289582375,0.28682882055988984,False,False,False,False,0,12:00
2020-03-31,화,2950,193,43,528,533.0,"모닝롤/치킨샌드  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 콩나물국  해초무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 고추장찌개  안동찜닭  모듬버섯볶음  참나물생채무침  포기김치 (고추가루:국내산) ","충무김밥 (쌀,현미흑미:국내산) 메밀국수  오징어어묵무침  단무지  베리베리퐁당요플레  석박지 (배추,고추가루:국내산) ",859,601,1,3,2020-03,2181,0.39385602934433744,0.27556166895919304,False,False,False,False,0,12:00
2020-04-01,수,2962,228,56,0,420.0,"모닝롤/딸기파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡국  김자반  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 들깨시래기국  삼겹살수육&풋고추  오복지무침  배추깻잎*쌈장  포기김치 (배추,고추가루:국내산) ",쌀밥/잡곡밥  쇠고기샤브국  통마늘너비아니조림  녹두빈대떡  브로컬리*초장  포기김치  ,939,561,2,4,2020-04,2258,0.4158547387068202,0.24844995571302037,False,False,False,False,0,12:00
2020-04-02,목,2962,236,89,490,395.0,"모닝롤/토마토샌드  우유/주스 계란후라이 브로컬리죽/쌀밥 (쌀:국내산) 바지락국  비엔나소세지볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 경상도식소고기국  등갈비김치찜  감자채볶음  치커리오이무침  참치김치볶음 (배추,고추가루:국내산) ","마늘베이컨볶음밥 (쌀,현미흑미:국내산) 크림스프  비프스파게티  사과양상추샐러드  바게뜨  포기김치 (배추,고추가루:국내산) ",1009,645,3,4,2020-04,2242,0.45004460303300625,0.28768956289027653,False,False,False,False,0,12:00
2020-04-03,금,2962,350,149,1,340.0,"모닝롤/롤케익  우유/주스 계란후라이 낙지죽/쌀밥 (쌀:국내산) 동태탕  애호박나물  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀:국내산) 순대국밥  고추튀김  오이&당근*쌈장  부추무침/살구복숭아주스  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 참치김치찌개  소고기메추리알장조림  맛살냉채  무채유자무침  배추겉절이 (배추,고추가루:국내산) ",802,318,4,4,2020-04,2123,0.37776731040979744,0.1497880357983985,False,False,False,False,0,12:00
2020-04-06,월,2962,206,152,713,477.0,"모닝롤/초코핫케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 북어국  단배추나물  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 미역국  오리불고기  백김치  간장깻잎지/음료  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 배추된장국  칠리미트볼조림  김치미나리전  도토리묵무침  포기김치 (배추,고추가루:국내산) ",1161,655,0,4,2020-04,2127,0.5458392101551481,0.307945463093559,False,False,False,False,0,12:00
2020-04-07,화,2962,164,156,698,490.0,"모닝롤/씨크립샌드  우유/주스 계란후라이 땅콩죽/쌀밥 (쌀:국내산) 소고기국  물파래무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 꽃게된장국  후르츠탕수육  두부양념조림  유채나물무침  포기김치 (고추가루:국내산) ",참치마요덮밥 (쌀:국내산) 어묵국  고구마떡볶이  자몽샐러드  단무지무침  포기김치 (김치:국내산) ,969,634,1,4,2020-04,2152,0.4502788104089219,0.29460966542750927,False,False,False,False,0,12:00
2020-04-08,수,2962,159,172,1,479.0,"모닝롤/녹차호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 오징어국  어묵토마토조림  포기김치 (배추,고추가루:국내산) ","낙지비빔밥 (쌀:국내산) 계란국  닭강정 (닭고기:국내산) 셀프무쌈말이  짜요짜요  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥  부대찌개&쫄면사리  꽁치한마리구이  감자전  청경채김치  포기김치 (배추,고추가루:국내산) ",1032,445,2,4,2020-04,2152,0.4795539033457249,0.20678438661710039,False,False,False,False,0,12:00
2020-04-09,목,2962,154,186,544,488.0,"모닝롤/에그샌드  우유/주스 계란후라이 김치죽/쌀밥 (쌀:국내산) 차돌박이찌개  느타리팽이볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 두부김치국  소고기브로컬리볶음  시금치부침개  영양부추생채  배추겉절이 (배추,고추가루:국내산) ","스팸볶음밥 (쌀,현미흑미:국내산) 가쓰오장국  삼겹살야채비빔면  옥수수볼맛탕  무피클  포기김치 (배추,고추가루:국내산) ",880,458,3,4,2020-04,2134,0.41237113402061853,0.21462043111527648,False,False,False,False,0,12:00
2020-04-10,금,2962,316,209,0,417.0,"모닝롤/애플잼쿠키  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀:국내산) 새알만두국  연근조림  포기김치 (배추,고추가루:국내산) ","고기듬뿍카레라이스 (쌀:국내산) 미니우동  고구마고로케  오렌지자몽샐러드  실곤약무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 된장찌개  매운돼지갈비찜  그린빈베이컨볶음  멸치견과류볶음  포기김치 (배추,고추가루:국내산) ",780,302,4,4,2020-04,2020,0.38613861386138615,0.1495049504950495,False,False,True,False,0,12:00
2020-04-13,월,2962,165,146,619,447.0,"모닝롤/베이글  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  마늘쫑건새우볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 아욱국  치즈닭갈비 (닭:국내산) 참치야채샐러드  숙주나물 고구마치즈빵,오렌지 포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 순두부찌개  돈육두릅장조림 (돈육:국내산) 맛살전  오이무침  포기김치 (배추,고추가루:국내산) ",1145,564,0,4,2020-04,2204,0.5195099818511797,0.2558983666061706,False,False,False,False,0,12:00
2020-04-14,화,2962,200,176,274,485.0,"모닝롤/에그갈릭토스트  우유/주스 계란후라이 고구마죽/쌀밥 (쌀:국내산) 조갯살근대국  비엔나야채볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 홍초콩나물국  LA갈비구이  주꾸미세비체샐러드 새우튀김 참나물땅콩가루무침 청포도 열무김치 (고추가루:국내산) ",작은밥 (쌀:국내산) 백종원의 고추짜장 (돈육:국내산) 맑은국  칠리베이비크랩  시금치흑임자샐러드 단무지 포기김치 (김치:국내산) ,879,453,1,4,2020-04,2101,0.4183722037125179,0.21561161351737268,False,False,False,False,0,12:00
2020-04-16,목,2962,265,182,498,447.0,"모닝롤/야채샌드  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡미역국  아귀채무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 전복장각삼계탕  육전  해물잡채  얼갈이겉절이  포기김치 (배추,고추가루:국내산) ","불고기필라프 (쌀:국내산,소고기:호주) 미소장국  닭봉오븐구이 (닭:국내산) 그린요거트샐러드  수제오이피클  포기김치 (배추,고추가루:국내산) ",947,500,3,4,2020-04,2068,0.45793036750483557,0.24177949709864605,False,False,False,True,0,12:00
2020-04-17,금,2962,325,221,3,389.0,"모닝롤/단호박찐빵  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 순두부백탕*간장  콩나물무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 소고기당면국  바질페스토스파게티  연어스테이크 머위된장무침 비트무피클  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 뼈없는감자탕  달래새우전  야채부케*쌈장  오징어젓갈무침  포기김치 (배추,고추가루:국내산) ",759,305,4,4,2020-04,2027,0.3744449925999013,0.15046867291563887,False,False,False,False,1,12:00
2020-04-20,월,2962,145,143,624,471.0,"모닝롤/롤케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 어묵국  진미채무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 황태국  우엉불고기 (소고기:호주산) 야채계란말이 카프레제샐러드 오이사과생채  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 돈육김치찌개 (돈육:국내산) 고등어카레구이 (고등어:국내산) 마파두부 (돈민찌:국내산) 콩나물파채무침  포기김치 (배추,고추가루:국내산) ",1089,594,0,4,2020-04,2203,0.4943259192010894,0.2696323195642306,False,False,False,False,0,12:00
2020-04-21,화,2962,126,171,700,450.0,"모닝롤/햄치즈샌드  우유/주스 계란후라이 호박죽/쌀밥 (쌀:국내산) 아욱된장국  깻잎순나물볶음  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 멸치국수  오향장육  꼬막미나리초무침 베리베리샐러드 양배추,케일*우렁쌈장 식혜 깍두기 (고추가루:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 두부미소된장국  오리훈제마늘볶음 무쌈깻잎 코다리강정  오이소박이  포기김치 (김치:국내산) ,911,542,1,4,2020-04,2215,0.41128668171557564,0.24469525959367946,False,False,False,False,0,12:00
2020-04-22,수,2962,132,204,2,443.0,모닝롤/브라우니  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 떡국  두부구이*양념  포기김치 (고추가루:국내산) ,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 나주곰탕  춘천닭갈비  황태포무침 단호박견과류구이 가지나물무침 오미자주스 배추겉절이 (고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 굴미역국  오삼불고기  스팸,깻잎전  쪽파김무침  포기김치 (고추가루:국내산) ",945,439,2,4,2020-04,2183,0.43289051763628034,0.201099404489235,False,False,False,False,0,12:00
2020-04-23,목,2962,107,251,518,437.0,"모닝롤/브리또  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 황태두부국  유채된장무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 새우완자탕  고구마치즈돈까스 해물볶음우동 연어훈제샐러드 두릅새송이초무침 자몽에이드  알타리김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀:국내산,소고기:호주) 조갯살아욱국  함박스테이크  삼치데리야끼  청포묵야채무침  포기김치 (배추,고추가루:국내산) ",880,461,3,4,2020-04,2167,0.40609137055837563,0.2127365020766036,False,False,False,False,0,12:00
2020-04-24,금,2962,232,267,1,387.0,"모닝롤/스틱치즈케익  우유/주스 계란후라이 콩죽/쌀밥 (쌀:국내산) 매운콩나물국  섭산적구이  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대구지리탕  카레닭볶음  모듬소세지버섯구이 그린샐러드 문어오이미역초무침 요거트드링킹 포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 나가사끼짬뽕국*라면  순대야채볶음  꼬치어묵떡볶이  짜사이채무침  포기김치 (배추,고추가루:국내산) ",639,309,4,4,2020-04,2076,0.3078034682080925,0.14884393063583815,False,False,False,False,0,12:00
2020-04-27,월,2962,125,192,706,418.0,"모닝롤/ 남친샌드위치 우유/주스 계란후라이/삶은계란 누룽지탕/쌀밥 사과베이비샐러드 참치김치찌개  쑥갓두부무침  포기김치 (배추,고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 육개장  수원왕갈비  브로콜리새송이메추리알조림  양파호박채나물 홍삼,크란치바 열무김치 (고추가루:국내산) ","쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 감자만두국 (지단.김가루) 꽃삼겹김치찜   (삼겹에김치를말아서) 꿔바로우탕수육*소스  해파리냉채 토마토설탕절인 깍두기 (배추,고추가루:국내산) ",1223,570,0,4,2020-04,2227,0.5491692860350247,0.2559497081275258,False,False,False,False,0,12:00
2020-04-28,화,2962,118,223,493,410.0,"모닝롤/샌드위치 컵케익 우유/주스 계란후라이 흑임자죽/쌀밥 샐러드*땅콩소스 건새우아욱국  매운감자조림  포기김치 (배추,고추가루:국내산) ","건강비빔밥*약고추장 (쌀,현미,흑미:국내산) 제첩두부국  깻잎전  황태채마늘쫑무침  배추겉절이 (배추,고추가루:국내산) *잔반없는날* 이벤트행사 ","쌀밥 (쌀:국내산) 황태미역국  매운돈갈비찜 (대추,표고,밤) 두부/김치볶음  유채나물된장무침  무생채 (배추,고추가루:국내산) ",824,482,1,4,2020-04,2211,0.3726820443238354,0.21800090456806875,False,False,False,False,0,12:00
